user_id,morph_switch_counter,source_url,destination_url,phone_id,fullName,price,outcome_var,bounce,total_clicks,first_morph,last_morph,time_spent_website,condition,condition_reassigned,time_spent_survey,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile 
IxKhz7RgKJqhAwHN1E30dsJR1YaCtx,4,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,4,2,2,39.76800013,4,3,77,2,NA,2,6,6,Yes,3,6,1,NA,2,0
Iy1El3j7EuNBCd1AXhvHaO046RWCFiw,38,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,38,2,2,183.796,4,4,124,2,NA,2,5,6,yes,5,7,1,NA,2,0
J18k5Rp94t7RmH24AaTNYXbCJism,35,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:2,fullName:Huawei Y6 32GB Mobile Phone - Blue,99.95,1,0,35,1,1,420.734,1,1,155,2,NA,2,7,6,Yes,7,7,1,NA,2,1
j1BT61mhP4oPrOQoPOPqNqwRB,28,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,28,1,2,483.0910001,2,2,184,2,NA,2,5,6,Yes,5,7,2,NA,2,0
j3RnrUSZGBncWap5Qjdr4XkYk5s5C,15,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=._j3RnrUSZGBncWap5Q~jdr4XkYk5s5C,{linkLocation:footer},NA,0,0,1,15,2,2,60.47000003,4,4,85,2,NA,2,6,6,Yes,4,3,1,NA,2,0
j8B2hK4cZyWfQwrMwDGOrK5jgiOge,17,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/,null,NA,0,0,1,16,2,1,122.9139998,3,3,98,2,NA,2,3,6,Yes,1,1,3,NA,2,0
jAcCaQyXqVTrNDXwLF5Kvy3YtHdH,10,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,[priceRange~Premium],NA,0,0,1,11,2,2,118.697,4,4,94,2,NA,2,4,6,Yes,4,4,4,NA,2,1
JAKFyzUkISxPVEPISKAx2Ey97xFAV,14,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=JAKF.yzUkISxPVEPIS_KAx2Ey97xFAV_,{linkLocation:footer},NA,0,0,1,14,2,1,85.046,3,3,95,2,NA,3,5,6,Yes,5,5,1,NA,2,1
JC78Ncubw0NCjyeRy4rIOU8hmA4T7Kd,17,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:5,fullName:Motorola G8 Power Lite 64GB Mobile Phone-Royal Blue,99.95,1,0,17,1,2,119.471,2,2,85,2,NA,1,2,6,Yes,3,5,1,NA,1,0
jcBpnno5bxsHPsAsfQiMSCAxyvncMIO,21,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=jcBpnno5bx.sHPsAsfQiMSCAxyvncMIO,{linkLocation:footer},NA,0,0,1,20,1,1,523.142,1,1,108,2,NA,2,5,6,Yes,3,2,1,NA,2,0
jCKg1jL78nnyerXWVNKuOVYSECqfJfI,40,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,40,1,1,178.3040001,1,1,78,2,NA,2,3,6,Yes,2,3,1,NA,1,0
JdHZmpzNdE3PBU1uMjkxVNl50XGoaN,6,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=JdHZmpzNdE3PBU1uMjkxVNl~50XGoa.N,{linkLocation:footer},NA,0,0,1,6,1,1,103.868,1,2,169,2,NA,2,6,6,Yes,4,6,2,NA,1,1
jEaJzA5ljzWlucR8tpksdf56me2G1b,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,11,2,2,45.046,4,4,182,2,NA,2,7,6,Yes,6,2,1,NA,1,1
jEDPYmYLNOgDlnKm1FwIt4fRAv2OMD1L,10,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,10,2,2,29.65400004,4,4,61,2,NA,2,6,6,Yes,5,5,2,NA,1,0
jFcyVfDFN7EQ3pF5tU7Ta3FkqTsV40,15,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,15,1,1,204.5710001,1,1,117,2,NA,2,7,6,Yes,6,7,1,NA,2,1
JFVRhllwBAAlm2kTpBafE2krWxIvbvT,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,33.65100002,1,1,64,2,NA,2,6,6,Yes,6,5,1,NA,2,0
jgj3DpbRFmeyBHin5PMNlHKFnsq9o8,15,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,15,2,2,56.48600006,4,4,123,2,NA,1,6,6,Yes,6,4,4,NA,1,0
jGMdA5RNs3mLY9nsUQVLlCQ3zgXsMdEg,12,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=jGMdA5RNs3mLY9nsUQVLlCQ3zgXsMdEg,{linkLocation:footer},NA,0,0,1,12,1,1,223.0110002,1,1,120,2,NA,2,5,6,Yes,5,2,1,NA,2,1
jH3dapsX3BvjsD4pAY4Uw3Grp72y,5,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=jH3da.psX3BvjsD~-4pAY~4Uw3Grp72y,{linkLocation:footer},NA,0,0,1,5,1,1,59.47099996,1,2,91,2,NA,2,3,6,Yes,3,5,1,NA,2,0
JKEGS4Jqh0p17XDxBjTO3DJM7oDkIp,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,5,1,1,45.98399997,1,1,192,2,NA,2,7,6,Yes,7,7,7,unable to work,1,0
JKq2YEQ30XJQCSANQ1X2sGQSB8S58,15,https://xlarge.rsm.nl/phone-shop/#/comparison,https://xlarge.rsm.nl/phone-shop/#/reviews,{linkLocation:top-navigation},NA,0,0,1,15,1,1,166.7030001,1,1,111,2,NA,2,5,6,Yes,5,5,1,NA,2,1
JlM8aLHwnzKrfBKvmGBtl1Ygu5gyC7,31,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,31,1,2,267.3499999,2,2,202,2,NA,2,2,6,Yes,1,7,2,NA,1,0
JMDAI5TzeU3gLcdFqL4oItzFeZB3,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,11,1,2,161.0050001,2,2,133,2,NA,2,7,6,Yes,6,7,7,Homemaker,2,0
JnbAeLtJ1DZ8r3NWgKUTs5cUMm5Fpg,12,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=JnbAeLtJ-1DZ8r~3NWgKUTs5cUMm5Fpg,{linkLocation:footer},NA,0,0,1,12,2,1,47.14400005,3,3,52,2,NA,2,4,6,Yes,5,2,1,NA,1,0
jnXnLV3zoCL7TGmvJQg50CbXAGSM,4,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=jnXnLV3z~oCL7TGmvJQg.50~CbXAG.SM,{linkLocation:footer},NA,0,0,1,4,2,2,46.85700011,4,3,109,2,NA,2,4,6,Yes,2,3,7,Homemaker,2,1
jp9mpbfYpCr3k3VsqH0XyB8iqAEtv,3,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=j-p9mpbfYpCr3k3Vsq~H0XyB8iqAEtv~,{linkLocation:footer},NA,0,0,1,3,2,2,34.05800009,4,4,111,2,NA,2,6,6,Yes,6,3,1,NA,1,0
jpRVLOuyHMR6ZQ6l01Nq5Df0KAvz5,21,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,21,2,1,123.0650001,3,3,84,2,NA,2,7,6,Yes,7,7,1,NA,1,0
Jv8liMJxrkQoSp4PxaGMRiZCGawLbzJ,11,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=Jv8liMJxrkQoSp4PxaGMRiZCGa_wLbzJ,{linkLocation:footer},NA,0,0,1,10,1,1,239.3080001,1,1,101,2,NA,2,6,6,yes,5,6,1,NA,1,0
JxBMi2bTwmgNW4cBx70u1If0S8nolb9,23,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=JxBMi2b-TwmgNW4cBx70u1If0S8nolb9,{linkLocation:footer},NA,0,0,1,23,1,1,177.8960001,1,1,86,2,NA,2,6,6,Yes,6,2,1,NA,2,0
k2mTlxpXgQwnzOYzFjmFPIlujLfjrZDk,22,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,22,2,1,145.5159998,3,3,69,2,NA,2,5,6,Yes,5,6,1,NA,1,0
K2rJQfTCmolPYSFt3XhOwzZMW4HvrYc,7,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,7,1,2,82.97000003,2,2,85,2,NA,2,6,6,Yes,4,7,3,NA,1,0
k6ZVBWQKujnxH73YgjAmO6SPQTB8y,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:12,fullName:Motorola G9 Power 128GB Mobile Phone - Blue,159.99,1,0,11,1,2,91.42000008,2,2,64,2,NA,2,6,6,Yes,6,6,4,NA,1,0
kAIetrLl4eYkMq7k6oqRuNuzb8IWYF,16,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=kAIetrLl4eYkMq7k6oqRuNuzb8I.WY~F,{linkLocation:footer},NA,0,0,1,16,1,2,219.6289999,2,2,219,2,NA,2,5,6,Yes,4,2,2,NA,1,0
kAUGyDyOpuyXUad3nNO2tdvnF17U,18,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,17,2,1,308.6439998,3,3,152,2,NA,2,6,6,Yes,6,6,4,NA,2,0
KB5h2XSTdfpmz234nLkI4udmSVcId3mt,2,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,[],NA,0,0,1,2,2,2,10.87099981,4,4,89,2,NA,2,5,6,Yes,5,3,1,NA,1,0
KdhH6U6bl7lWqF1j0Kz7MVVOIhshrc,13,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,13,2,1,47.87700009,3,3,112,2,NA,3,6,6,Yes,6,3,1,NA,1,0
kdk50iY5XSgLwQrYelaRbs3sysVCz6,9,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=k.dk50iY-5XSgLwQrYelaRbs3sysVCz6,{linkLocation:footer},NA,0,0,1,9,2,2,32.59899998,4,4,108,2,NA,2,6,6,Yes,4,3,3,NA,1,0
KE4ATpyO44rc6sZKVgGDtBjMCYCCn,8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,8,1,1,73.67600012,1,1,111,2,NA,2,6,6,yes,4,6,1,NA,2,0
Kf8OXto1CgYknTbWZ5R925AFm0eLm9w,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,5,1,1,25.33700013,1,2,96,2,NA,2,6,6,Yes,6,3,1,NA,2,0
kfQlgLgxWjDBsXWTTVhZSaWCLAw4u1F,5,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=kfQlgLgxWjDBsXWTTV.hZSaWCLAw4u1F,{linkLocation:footer},NA,0,0,1,5,2,2,51.70200014,4,4,102,2,NA,2,3,6,Yes,2,2,1,NA,2,1
kfrcKwnBVEH7HOAgvt0TqK3RNPvviK,27,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/2,{linkLocation:products-overview-grid},NA,0,0,1,27,1,2,340.9920001,2,2,108,2,NA,3,6,6,Yes,5,4,1,NA,1,0
KIfpT9P3bij6Ir5z7DqIgybFglQ3I6a,23,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,23,1,2,223.559,2,2,133,2,NA,2,5,6,Yes,5,7,1,NA,1,0
KIQ3ujRIFssZNu1kKbzt6nPv2geX,2,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=.KIQ3ujRIFssZ_.Nu1kKbzt6nP_v2geX,{linkLocation:footer},NA,0,0,1,2,1,1,9.210000038,1,1,155,2,NA,2,5,6,Yes,2,2,1,NA,1,0
kIW9h97uJEeM6I58jciqfsbnaxQ4Y5,32,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:12,fullName:Motorola G9 Power 128GB Mobile Phone - Blue,159.99,1,0,32,2,2,214.5840001,4,4,85,2,NA,2,6,6,Yes,3,6,1,NA,1,0
KJhYeCoOCP3YHIQGXrpWm8R0TyDA02r,1,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=KJhYeCoOCP3YHIQG-XrpWm8R0TyDA02r,{linkLocation:footer},NA,0,0,1,1,2,2,0,4,3,95,2,NA,2,6,6,Yes,5,7,1,NA,2,1
KjoCaZJxkGGoeuWEEivXj54fNLRTRYu,7,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,7,1,2,87.50299978,2,2,125,2,NA,2,5,6,Yes,3,7,1,NA,1,0
kJqNKwTB2AmcgwpZgoVvlVN4Gh83bNR,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,11,1,2,118.971,2,2,81,2,NA,2,3,6,Yes,3,6,1,NA,2,0
kkG2AkqO1sAm156aDlcpMH1lRwajg,37,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,37,2,2,224.3929999,4,4,167,2,NA,2,7,6,Yes,3,5,1,NA,1,0
KKri0xa2vqFKcP2UStmhRKuYKaMF7M,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,5,1,1,51.95899987,1,2,111,2,NA,2,3,6,Yes,2,3,1,NA,1,0
KKWB5tLlwxru2cPG6jULpwFvgzVDfs,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:6,fullName:Nokia 3.4 32GB Mobile Phone - Charcoal,109.95,1,0,11,2,1,53.21199989,3,3,79,2,NA,1,6,6,Yes,5,2,1,NA,1,0
klaF1eVNGaCNWPQZcNm8IFW56Q31mZ,10,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=klaF1eVNGaCNW.PQZcNm8~IFW56Q31mZ,{linkLocation:footer},NA,0,0,1,10,2,2,259.9450002,4,4,161,2,NA,2,7,6,Yes,7,6,4,NA,1,0
KmGEmviRItL97oZyt8EIMRR1F7ocf,22,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,22,1,2,244.8599999,2,2,110,2,NA,2,6,6,Yes,7,7,3,NA,2,0
kO514GkzrF4LrxRJemqI7LFemZOWVr,18,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,18,2,2,121.451,4,4,89,2,NA,2,6,6,Yes,6,6,1,NA,2,0
kobBNpFyPPPIL5pPbE0eNrg2egI51,14,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:5,fullName:Motorola G8 Power Lite 64GB Mobile Phone-Royal Blue,99.95,1,0,14,2,2,121.503,4,4,116,2,NA,2,6,6,Yes,6,5,1,NA,1,0
kocjwIBvMkMelaO8a5o53LJzdGbmm,9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,9,1,1,140.0680001,1,1,159,2,NA,2,6,6,Yes,6,5,7,Student,2,0
KPfRZOQEZJ2EabCLlaFgCiMZ5VJgJ4,4,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,4,2,2,47.09800005,4,3,146,2,NA,2,5,6,YES,5,5,1,NA,1,0
KQdoKmkHjToCY13wk1tYnADXu2vqQ,8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,8,1,2,117.5480001,2,2,95,2,NA,2,5,6,Yes,4,6,1,NA,2,1
kRkMCBhx8ifqjhYgqgBeMyvDa6AWxS,9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,9,1,1,133.8150001,1,1,104,2,NA,2,6,6,Yes,5,7,1,NA,2,0
kwil1qIvuGuSYcnnotwSc2an8aCb7,16,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=kwil1qIvuGuS~Ycnnotw~~Sc2an8aCb7,{linkLocation:footer},NA,0,0,1,16,1,2,102.6980002,2,2,182,2,NA,2,6,6,Yes,5,6,1,NA,1,0
kx7akn0FWAhXrzKXTgsflc6f7TNUrb,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,1,1,56.00699997,1,2,103,2,NA,3,6,6,Yes,5,5,1,NA,1,1
kXpTZCtrRLfuwcwKhhzsQC3ReRaNEyxh,11,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=kXpTZCtrRLfuwcwKhhzsQC3ReRaNEyxh,{linkLocation:footer},NA,0,0,1,11,1,1,42.53799987,1,1,77,2,NA,2,6,6,Yes,6,5,3,NA,1,0
Kyd8wNIDqnII20yZqXvSgAms1IvSm,19,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,19,1,1,130.4750001,1,1,167,2,NA,3,3,6,yes,2,6,1,NA,2,0
kys4nALbJOAjKr7tWmarTDPVBNGp4BO,23,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=kys4nALbJOAjKr7tWmarT~DPVBNGp4BO,{linkLocation:footer},NA,0,0,1,23,1,2,193.9679999,2,2,91,2,NA,2,2,6,Yes,1,6,1,NA,1,0
KyYJfnldc5J0x5e7i2e3LmEkkP7Nx,15,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,15,2,1,153.4419999,3,3,86,2,NA,2,6,6,Yes,4,6,1,NA,2,0
KzVBizCCgkT2c5i83bA0KK0pMDuQidN,24,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,24,2,1,240.5109999,3,3,104,2,NA,2,6,6,Yes,6,2,4,NA,1,0
kZzQjvmE4t5l0yTXme3O3PN14OCNaw,9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,9,2,2,42.32299995,4,4,62,2,NA,2,6,6,Yes,4,2,1,NA,2,0
L3Jg5SJDz25tuf61eufhtwZwWYDAw0o,22,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:9,fullName:Nokia 1.3 16GB Mobile Phone - Cyan,79.95,1,0,22,2,1,137.0410001,3,3,142,2,NA,2,5,6,Yes,3,5,3,NA,2,0
l3UPtPsDCWDejsfcf6IUXn5RKdzu8SC,24,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:12,fullName:Motorola G9 Power 128GB Mobile Phone - Blue,159.99,1,0,24,2,1,76.51999998,3,3,79,2,NA,2,6,6,Yes,6,3,1,NA,1,0
L5Oq8ShBpI7Gfow6cjv4wr4BXH6MsFx,1,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=L5Oq8ShBpI7Gfo~w6cjv4wr4BXH6MsFx,{linkLocation:footer},NA,0,0,1,1,2,2,0,4,4,74,2,NA,2,3,6,Yes,2,3,1,NA,2,0
L8ovF19laxk5OrP9TSPjmz14pKfQlP7,20,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=L8ovF19laxk5OrP9TSPjm.z14pKfQlP7,{linkLocation:footer},NA,0,0,1,20,2,1,161.306,3,3,166,2,NA,2,5,6,Yes,5,5,1,NA,2,1
l8vUekwBB7TU4s1DqaMsEtFjzaqQO,6,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=l8vUekwBB7_TU4~s1D_qaMsEtFjzaqQO,{linkLocation:footer},NA,0,0,1,6,2,2,67.98099995,4,3,152,2,NA,2,5,6,Yes,4,2,3,NA,2,1
LC2YSjC2E06v1dRMqplG5CbXuxqd4,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,2,2,31.84199977,4,4,67,2,NA,2,7,6,yes,7,6,2,NA,1,0
LdX3PquZuA6FbEGgb0wULrhLw7a8Nz2,8,https://xlarge.rsm.nl/phone-shop/#/products/12,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=LdX3PquZuA6FbEGgb0wUL-rhLw7a8Nz2,{linkLocation:footer},NA,0,0,1,7,1,2,51.92000008,2,2,99,2,NA,2,4,6,Yes,1,1,1,NA,1,0
le0LwI4EO95aSU4NMqhGmQXFV8OBfdw,3,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=le0LwI4EO95aSU4NMqhGm-QXFV8OBfdw,{linkLocation:footer},NA,0,0,1,3,1,1,38.05900002,1,1,173,2,NA,2,4,6,Yes,4,3,1,NA,2,0
LEo590wz3pQaZcDNoIro1eTsl03FXv,22,https://xlarge.rsm.nl/phone-shop/#/,https://xlarge.rsm.nl/phone-shop/#/,null,NA,0,0,1,22,2,1,218.9389999,3,3,198,2,NA,3,6,6,Yes,6,5,1,NA,1,0
