survey_time_spent,survey_user_id,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
190,8OiVL5NerrXONEmWr.nnA.y5ZeLHjVXf,2,,2,4,6,Yes,5,6,1,,2,1
147,pZLj-~Ousu62hroca_TqU4Zo1RBvq3wN,2,,2,6,6,Yes,5,1,3,,1,0
165,34FZ4x-SaTy31lTbS2owUK92E-scQ_Cj,2,,2,6,6,Yes,5,6,1,,2,0
536,5epfJu55jzfTHxyWQAJJBHUN.CedwhCT,1,nothing it was very clear,2,5,6,yes,5,4,1,,2,0
277,WVhDXEgN~QhwXy9rN5mWB8Sqzw-eJjc3,2,,2,6,6,Yes,5,7,1,,2,1
1271,6yCxmGvKlvgMdxXo-sO-7PF7H4P6xTJR,2,,2,1,6,Yes,1,4,1,,2,0
270,shL-eKJ8rnDuA1vhXbc9v.U.fIHoaeFy,2,,2,5,6,yes,4,5,1,,1,0
171,FwLK6oX5Six32yAD0uvbKgT0SSGZdqO_,2,,2,5,6,Yes,4,5,2,,2,0
115,dKEJd40OiASTey7_.amAKkh32lrRU7yR,1,i could not find 450 pounds phone and can not buy more than 1 phone,1,4,6,yes,3,7,7,student,1,0
92,C1IKFP07iI-a2QhMoQlmGw-ot5cy21Lk,2,,2,6,6,Yes,6,5,4,,1,0
140,t~TsFNA1s7jjIxhCY~SC7jd3E6SH-bwa,2,,2,6,6,yes,6,7,1,,2,0
2545,9ajmkMarEpmL5Fjd8PdH_2gjn756Js56,2,,2,6,6,yes,5,7,1,,1,0
150,J5n1go4B~P~I6EqzeuWKG60CtEQOjLl_,2,,2,6,6,yes,5,6,1,,2,0
67,QM~WR8VR.P-Hj7UhF6_bAD9WiIj.JUfN,2,,2,6,6,yes,5,4,1,,1,0
92,FX9lqu3M-8xbb7dT8ixjFbBlYElYyIm.,2,,1,6,6,Yes,2,2,1,,1,0
123,9Ud2EWEaHdEfsjKQUS98k.4ihs~RqL2g,1,it was unsettling that your were mentioning real money,2,4,6,Yes,5,3,1,,1,0
75,8I9Hz7y.S6k7q4ew2.TW29.Ota-Z7Nlx,2,,2,5,6,Yes,2,2,1,,1,0
85,q4JwMpxCX1v_WESN3NO5RAymaYwRM5.j,2,,2,6,6,Yes,6,7,3,,1,0
47,y53gIHSC2qQTLghg4X9SX5Qbk8wUqWug,2,,2,5,6,Yes,3,2,1,,1,0
70,upr6-8Qk44NjQ9f-SY0WuitSc9~kgqx~,2,,2,5,6,Yes,2,1,1,,2,1
75,238GC45yxcqZ7bfBB.wmBiFYL-jOeuia,2,,2,4,6,Yes,4,3,1,,2,1
105,FI~05AJAW23lYdW-F-kGP8O_fNtqy1Ts,1,N/a,1,4,6,Yes,5,5,1,,2,1
120,Muwgxa~3MIKA1o702FHTAJ34x8ndzLJx,2,,2,7,6,Yes,6,7,7,disabled,2,0
132,4GXbnhJsRh0L62JD9HqrKiDvvqMCuBSL,2,,2,6,6,yes,6,5,1,,1,0
82,7.-XQDR6Wohg0L1ynGilBuMDFWnHFJWZ,2,,2,5,6,Yes,5,6,2,,2,1
87,7FqmBP~Yf3slWVpqLPO5Vxg66cM05fDk,2,,2,4,6,Yes,3,5,2,,2,0
83,KRVN.Jl5A3PZRlsIzqCKzHvZAkvlvy2M,2,,2,4,6,Yes,4,5,1,,2,1
82,OkFv~ufMmJZQ6ykqA8~UtRaBCJX46.Ir,2,,2,7,6,Yes,6,6,1,,1,0
79,2lJTvhznucoN6bMMuK7jmqncRNcvzWlN,2,,2,5,6,Yes,2,1,1,,1,0
149,_AtamDs2O2_-ddgiN_q6KyTKVbp-5zC6,2,,1,4,6,Yes,1,4,1,,1,0
118,~bx.YjrZ7~jO6DTjFsY7aVV8hPoKfe6I,2,,2,7,6,Yes,6,7,1,,1,0
155,4OqiwUmfboEvxEcsv8KCkUScWIsO35vc,2,,2,7,6,Yes,6,7,7,,1,0
187,danbe8QA9VGVyzCjGUPRj-xiE~ugmhZ9,2,,2,6,6,Yes,6,7,1,,1,0
151,Lid.aaqF7QRzZLV.8Ldu~uBMsNQlntf0,2,,2,6,6,yes,6,5,5,,1,0
100,ogl0~m03cwVzxR2LxRMOwBUaZh4MPIhE,2,,2,6,6,Yes,5,5,1,,1,0
106,13owy8Zs7pxeXuyO.m0w-wLVW23HncGf,2,,2,6,6,Yes,6,3,4,,2,0
138,Uw~_m9afjuvJuL8ORMFC-gb88DMHfNM_,2,,2,6,6,Yes,6,7,1,,1,0
110,9u1qF0iVfH.RXhYLBwDv7AjVkYPx0FDp,2,,2,5,6,Yes,3,5,3,,2,0
87,ogr4TclHCRTD~qtkq~tpXOCRaC2yP~MD,2,,2,6,6,YES,5,6,1,,1,0
91,To_epVN9h_buJCKJy-Bo-LUO~TQo4vvz,2,,2,6,6,Yes,6,6,1,,2,0
94,VoYBsW~jjQ6keNws62h4E0BIFdGvvnt6,2,,2,3,6,Yes,2,5,1,,2,0
80,.SrX-njY8k49Xff8pT~-oE.6oeW~YWKL,2,,2,5,6,Yes,5,2,4,,2,1
84,d4mmTchvXUdt-oEP7LfFtU_App6qB75l,2,,2,6,6,Yes,5,2,3,,2,0
69,r5w_CZzEdTx2edCjwJfi_tT4yS3T99p8,2,,2,7,6,Yes,7,3,1,,1,0
117,eRE1W7ShT8J1rBAIINt5xQWH2O0MVhZr,2,,2,5,6,Yes,5,2,1,,1,0
93,2jS46tYQ.vuNi~MSfbpF0W6W9OaqyUrS,2,,2,6,6,yes,6,7,3,,2,0
83,xnuMbAU3DifT~Zd4PDNlCPbh4RUfumnV,2,,2,3,6,Yes,3,2,1,,2,0
145,77d7PcqFILY.rdfrhrIKylEkyzwFWzI8,2,,2,6,6,Yes,5,4,3,,2,0
101,UAI~DK.8oh4hpdr00G.iqlE05Y1dkNLI,2,,3,6,6,YES,5,3,1,,1,0
184,7vb2ewim8z9Mo3vCn2o69-Ga667OhbK7,2,,2,7,6,yes,7,7,7,houseperson,2,0
143,fvGDB5FiUHQieriMm6y6BO8qqeqAnspN,2,,2,1,6,Yes,7,3,7,Disabled,2,0
111,e9C5noO9QhCeSt2K0~qfaw4NE8945iCo,2,,2,7,6,Yes,3,5,1,,2,0
76,lJ1GqAkPkw69VqCW49SDhzCBqtadTw_C,2,,2,4,6,yes,4,7,1,,2,0
93,6_EGXONOODZDRke6K9Qh1PldnP_hgbTY,2,,2,6,6,yes,6,5,1,,2,0
80,0N01ckAffPiNtG98AeaPS4T0YKo6Dwsb,2,,2,6,6,Yes,5,1,3,,1,0
148,hCgRcoeE583Ks3zuUiHM61XwYZVtGZp.,2,,2,4,6,yes,5,1,1,,1,0
57,r_KMq0KXlrBwVwsrxy_1y3iGXMU9s~3I,2,,2,4,6,Yes,3,2,1,,1,0
119,R7F9Ices9qymUnmt3qBXUQ2AJpAsN7uc,2,,2,3,6,Yes,3,5,5,,2,0
92,PGnDMHUy~.3VEgGb0Rc5UXZHAGvIP2pi,2,,2,6,6,Yes,6,4,5,,2,0
93,GkmtotK5ifo~9BXg3KjmeFmS6iEtObPT,2,,2,6,6,Yes,4,4,1,,2,0
107,xCjj7RLtt6g9Yzn86TBNzSTTUZkSjS_a,2,,2,5,6,Yes,5,3,1,,1,1
113,2LYyo1BBReOjCmyc5BrSOHMpRRJTL0gb,2,,2,4,6,Yes,1,2,5,,1,0
118,j1g06DP1-WNSx6WX7xeL1X3rwwGQKWyt,2,,2,3,6,Yes,2,3,1,,2,0
95,6lD3S2tu-3XUuID618wX5_.Vs-NU46Fx,2,,1,6,6,Yes,4,5,1,,2,1
79,VNSvarW4zFWH~NhrjHi~5DDpF9HaNGGp,2,,2,6,6,Yes,5,3,3,,1,0
68,fGmu0BtAi5CxvmxH.WFjVXiSY-UQd2dV,2,,2,6,6,yes,5,7,1,,2,0
100,iMC6KuYjzt4_irG2WDgFuQ4vTdHnpOrt,2,,2,6,6,Yes,6,6,1,,2,0
90,_6TeEHk_1RZnTx2ZkDyR3CnwDoW5_rUR,2,,2,7,6,Yes,7,5,1,,1,0
185,FyiXoe0vGbKCHA9GjLk2s~7kuLLj7Qd5,2,,2,6,6,yes,5,5,7,full time parent,2,0
70,'-j2jpLwkmGjBpHUEsv-jJa4h~VCYHp5y,2,,2,5,6,Yes,5,6,1,,2,0
75,G7H~IgceNuZLQBnV27eMx4CUB79wUe5W,2,,2,6,6,Yes,5,3,1,,1,0
104,_iG.NB5u.TUa2b9o4Eh0FV8SZB9v-3OY,2,,2,5,6,Yes,4,5,2,,1,0
143,EVGU8eHrw2yi--XZWhCYI9HpPpGKRkZ2,2,,2,7,6,Yes,1,6,1,,2,0
206,aRHC4SeS_XOK1OalamtN-EjqLZVs7AXG,2,,2,6,6,Yes,6,3,1,,1,0
99,C8C_UaRqjVU72-IzaNNG4bs9L43wsxEI,2,,2,5,6,Yes,4,1,5,,1,0
155,I0.aLWRYRM9rg557-l3gaxCl9b8iDjzk,2,,2,6,6,Yes,6,6,5,,1,0
120,NOvAy8y8kBRJ~392Mxay8M3s4HUqq.VJ,2,,2,5,6,yes,1,1,5,,1,0
73,HHxuWuz.B3oO3CeqOFmGrJrkHoBRQdyp,2,,2,6,6,Yes,6,6,1,,2,1
170,.5fTzRcoE6brK~7OsV.E5WCpjuJ0AWPM,2,,2,5,6,Yes,4,2,3,,1,0
117,.G9K-TJNxirxht~0fCY3U2G2jv49W68k,2,,2,5,6,Yes,2,6,7,Stay at home mum,2,1
117,nt00M19oJnikswn1bl0edQZOmE0ZBYro,2,,2,5,6,Yes,6,5,1,,2,0
72,YO9NCyuElMvW.ir8zTm5DDmrhUFRRKTF,2,,2,7,6,yes,5,5,1,,2,0
149,DkFMZXcizVQDaAOiV~FlK9u_RtbMHDks,2,,2,6,6,Yes,6,5,4,,2,0
76,OxxhqFnu2jQh.WXPwzIAp4vxOcI_IxAh,2,,2,6,6,Yes,1,5,1,,2,0
110,krcHttLnqYHczCUNCXFKwL1f93x5CgLj,2,,2,4,6,yes,3,6,1,,1,0
82,gkLiku9cRE~QU3FIh45WlBKDOCs8NtNM,2,,2,5,6,Yes,5,3,1,,2,1
97,'-pmuZQdX4iQWes9wUaZSkznO2n3Y7lg6,2,,1,5,6,Yes,4,6,1,,2,0
87,ouIxwinKwQ.~GwBFYCtMmcMxYUZ~LVTT,2,,2,2,6,Yes,3,6,1,,1,0
98,xJ2XrP4eS3mmAsoSVMdO0P5SM0h~ryg0,2,,2,6,6,Yes,4,2,1,,1,0
80,wk_0Q3qaxdQpy3xlTdgcw7qg~wC9.InR,2,,2,5,6,Yes,4,2,1,,1,0
58,1tXpQalOg5re9UzqK6Awv_~fvh.5oEpg,2,,2,4,6,Yes,3,3,1,,2,0
194,nkQLDeg_ji9HqiNhj8JZeKv0G-.f7Y2U,1,I just didn't understand it.,2,2,6,Yes,3,2,1,,2,1
144,bw5qc6EGIMjuzmoDpg0ebdoJ3KUcyszE,2,,2,7,6,Yes,6,7,2,,2,0
67,vtBFU-KIVvATf5Ok4PwpRjymI_jDzazm,2,,2,6,6,Yes,6,2,1,,2,0
166,W.XuZBz3th~PALr-7Mz1.n3xTe.G4P20,2,,3,4,6,Yes,4,5,7,Homemaker,2,0
61,e~dKFbzo87Y2RopB7AgWCmqlwr17wtt_,2,,2,5,6,yes,5,3,7,Disabled,1,0
81,VjFhvF76N-dkuBlMIY3uJ12N.zzGcvgz,2,,2,6,6,Yes,6,2,4,,1,0
84,Ogrn0eaTjkOKUf1tu3aKfNTZYtWElCRW,2,,2,5,6,yes,6,5,3,,2,0
126,A-l4eSuBNBK~bmQqtWIf-HaXkMQm~eGv,2,,3,2,6,Yes,2,7,5,,2,0
110,XGxNEA8GPSl9s3CVOWfWX.ajxVAIPyA7,2,,2,6,6,Yes,6,3,7,Disabled ,2,1
76,nqBGwzblNhNyQP0ygAXYuK~ltoVcUPSx,2,,2,2,6,Yes,1,4,1,,1,0
96,lKNrx0zVIbhip~Dvrit4OXgVYqbRN3n_,2,,2,6,6,Yes,6,6,1,,1,0
139,BQ.wB1AKinkwM-q9crj74agOmcl1_3l9,1,"It was fairly vague, you could go straight into the task, and click straight on 'Proceed to survey' if you so wished.  It wasn't clear if you had to select a phone to qualify.",3,2,6,yes,1,4,1,,2,0
98,3rzxcO01gbyszP~7Q2xbMUsZerIi1Mog,2,,2,3,6,Yes,3,7,1,,2,0
100,41X4E941G_H2HxuQic5Yn6hX9tCQZmyl,1,"Nothing, I understood it fully",2,5,6,Yes,5,3,1,,1,0
86,SRF3O7w3yA5wMXh-4~fun1K21fxXCQO9,2,,2,7,6,yes,6,5,1,,2,0
109,'-6~S-oA8fSLBE~fgs.EXX9o8o02Z-pyK,2,,2,6,6,yes,6,7,1,,2,0
141,UdxOH8AN-Ov0ZL6KSmZ_6pyusNbhzVhr,2,,2,5,6,Yes,5,7,2,,2,1
213,LkNy6G6RgvEG6aWGCSBkS~HDI0ovbzFq,2,,2,7,6,Yes,6,4,1,,2,1
186,wOa~YgTadIH78DTA7A6-TWaBX0OUGmoS,2,,2,6,6,Yes,4,7,7,cant work due to disability,2,0
127,Wq6OGF3joY.u626q3lVv3Ok6Rhixb65A,2,,2,6,6,Yes,6,3,1,,1,0
103,cjW3_vJIQVycqx2VWfvbE3Pa7i8Y6zPy,2,,2,7,6,YES,7,3,1,,2,0
158,qXok52yWhI20suHVW2qtteQBF_1PWHZY,2,,2,7,6,Yes,6,6,1,,2,0
127,hL67_~RToevXWt.w3cyFlsVOigRGhmZX,2,,2,6,6,Yes,5,5,5,,1,0
170,N6tU~Srw3kt6mhUVdtge3tcTjG1QisBo,2,,2,7,6,Yes ,6,5,1,,1,1
135,7whZQiMUBm.rLPU7bhO-ODswBZ9_i.4o,2,,2,5,6,Yes,3,3,7,Volunteering,2,0
82,hIOOyYp9M-TaXE209Bo0ArPN7CtCEr5q,2,,2,6,6,Yes,4,4,1,,2,0
265,iXNtmHBkpBS~_PiOCU1xTG-o8e.x4wK5,2,,2,6,6,Yes,7,5,1,,3,0
90,FwIcvzn3Fh4JcgHD-bjRQcrQqVwvrnX6,2,,2,6,6,Yes,5,7,1,,2,1
167,jPA5_Ux17YzB7dbBwQkf_~dl9G5QYBQe,2,,2,7,6,Yes,7,6,3,,1,0
91,OUKU7UwpqPqXa89kfXVtvZA~~Hwbxcsy,2,,2,6,6,Yes,4,2,1,,2,0
94,yp~1-bF~qKHMWQHhr0GZZE8L_nV_AyQl,2,,2,6,6,Yes,5,2,3,,2,0
119,Wy9r-4GvenhD3Pq9gh8yXhyzAOGADRLF,2,,1,6,6,Yes,6,7,4,,2,0
83,wI4LI9svYEDxXnNMI1GMHWlzsRTt~5nY,2,,2,5,6,Yes,4,1,1,,2,0
111,yeclcEO7kA9G-Z8wYb_ZtVPRfKQ_ACTz,2,,2,5,6,Yes,5,3,3,,1,0
116,ot4KtS1wJaw86RW9Kp.rwqescEvLW0Gk,2,,2,4,6,yes,4,7,1,,1,0
198,jNr.fYmfNT63nDnxXcadgmWalLbg~fqO,2,,2,7,6,Yes,6,7,2,,1,0
77,vXa5l8GShIp2_ZmBx7nf63qFCZkV-Czd,2,,2,7,6,Yes,5,3,1,,1,0
75,jXGxpWzuvA2N6Wdbk61UCPCJEmYPZ9OW,2,,2,6,6,Yes ,5,6,1,,2,1
75,9i6~VMxSFg-18luF8pD8ny94WzJ1-aMc,2,,2,3,6,Yes,2,3,1,,2,0
152,5jrK-fzR4s8cpmc_gPVnoTA4o6yaGgHZ,1,The motivation behind the bonus compensation doesn't make sense,2,6,6,Yes,4,2,3,,3,0
105,Ajqy4Ot-sslHfN7ijJy5~7tvHAOaVvVR,2,,2,3,6,Yes,3,6,1,,2,1
121,WEs1vQpTsq-6cNan2_ff7L0Nou0weIos,2,,2,6,6,Yes,6,5,1,,1,0
87,VrN6K.EubAOuK~.C99XZL3LSnB.xVUqc,2,,2,5,6,Yes,3,5,1,,1,1
97,pVuV_50ilpivtIjlqUREIy78IbzcKMrn,2,,2,5,6,Yes,5,2,3,,1,0
86,~ZnhU7GqmMb0wiBotNRfyHXeaSYT7Oex,2,,2,3,6,Yes,2,5,1,,1,0
123,Q0OzjYdK4_Gi9_HjKXgYMfmEl5Ul~Led,2,,2,3,6,yes,3,7,1,,2,0
82,c1MYHjkhw4u1THVqTZlcu4nzgfs9dDn~,2,,2,7,6,Yes,5,5,2,,2,0
149,WtA0ysG9R1xGk5Te1Nk1HTbIeQGQKht3,2,,2,6,6,Yes,6,3,1,,2,0
109,TDYXDruJ1YdjB9wW2~1~DSC4a2hvi7gE,2,,2,6,6,Yes ,5,7,1,,2,1
103,9.L9.Xe361zPaiRFB9KVWIuMMLW52cm.,2,,2,3,6,Yes,3,5,3,,3,0
168,YDtHsnQgEyT22YuRV0dFIMi3ZHBZUtAk,2,,2,6,6,Yes,6,5,3,,2,1
53,N26D5S~zHE0opdS8WG07o06STA76WMKo,2,,2,5,6,Yes,5,5,1,,2,0
111,6zSoOeHYDHtA~_dE_dyXhh~xXo-1yun4,2,,2,3,6,Yes,2,3,4,,2,0
111,_gNAMYksTrhWr-FxVD1s9c1jthlYu7~8,2,,2,7,6,yes,7,7,1,,2,0
75,R.V8cGPeC3EtZYsogqqhOp_54dbJqSmC,2,,2,7,6,Yes,6,5,1,,2,0
167,OO3IP9~aMNmhDcW1UfaHgmUzakek5q~r,2,,2,7,6,Yes,2,1,3,,2,0
151,Sp1~NEPJLJpskkowcdQWl1FJRYUI1tft,2,,3,5,6,Yes,4,4,1,,1,0
119,Rfn496C93-MLvZ6_5_Lz9V_YK064wozt,2,,2,4,6,Yes,4,5,1,,2,1
95,NNpVa~za3ZJ1S8kVE8-AnleHWZorvJjS,2,,2,3,6,Yes,1,6,1,,2,1
83,z39jF7ixGC38.8-KfL81KM5~6rgAGNYQ,2,,1,4,6,Yes,4,1,1,,2,0
103,6Lcau4DCdBKcRmsjvukDf9AlyQLxJmU8,2,,2,6,6,Yes,5,6,4,,1,0
118,x_N7l8EX8xyTQt5rMM.ADXm.vp1R~-Co,2,,2,6,6,Yes,6,3,4,,2,0
213,SdWw6fobcWDmwjp1_RdKBeqVMFGdDgiX,2,,2,7,6,Yes,4,2,8,,1,0
69,VG1f6H78_CL4DoqxX7YuHz7IuzweRcf9,2,,2,5,6,Yes,5,1,3,,1,0
83,x1DtJRGaIWLqJMErrGEt3AaHWsODZMcK,2,,2,6,6,Yes,5,6,1,,1,0
78,_cXqIB3INAGpLTd37mCcx1KUhi3-glHt,2,,2,6,6,Yes,6,1,1,,1,1
117,nhjR_H7ILQSfeeXFBeRLFE9ucY7UuCPu,2,,2,2,6,Yes,1,6,2,,1,0
124,49S4H9aTm6d7lBU-e4BK_Y2gHVffyIMS,2,,3,3,6,Yes,4,2,7,Health,2,0
64,uDFGBu-WOv9FHgN_-iw1Y.f-z8FWOdKY,2,,2,5,6,Yes,4,7,1,,1,0
112,_KNHOIIK7p1VOcae-RuPYEs.YNyFf6bu,2,,2,5,6,Yes,3,5,1,,2,0
115,a0Gfi0z2VveycAHwUHN_IZlfvet5ltwh,2,,2,6,6,Yes,6,5,3,,1,0
141,xfhf3VUVxDvFt~CtDT20VEzQPXPlo~i4,2,,3,6,6,Yes,4,2,1,,1,1
108,ZW8Kb7zn3I63Epq3aU1QBnMarLx5KnjS,2,,2,6,6,Yes,6,4,2,,1,1
114,h_zmmSiNxaeDeVWol2t9X9Uw4tlPos-Y,2,,3,6,6,Yes,6,6,2,,1,1
69,RQzTk8rRt.jxv.9CH-aBX2WbCoJD5v0L,2,,2,6,6,Yes,5,6,3,,1,0
88,WRhy7NJtvaNwJ1zqdfPKlwvmQmiMAh0~,2,,2,7,6,yes,7,6,2,,2,0
102,HMN-_0eh6xSZ9l0ynPtoMHpZTMxfpbvR,2,,2,6,6,Yes,5,7,1,,1,1
135,8OULkvQJnJx~RoRaH9T3sVPlHUC5xhy3,2,,2,3,6,Yes,1,5,1,,2,1
167,4I.eI7vp9o.ypiMHskt0JOmb.I_ePb0F,2,,2,4,6,Yes,4,2,5,,2,1
107,AETQRm56lvsPtpEIh2MOm9RUhtjX9GvW,2,,2,6,6,Yes,6,5,1,,2,0
488,szyHYaR3tLUEMrKlgA-LyMNuVZ8n9aSC,2,,2,6,6,YES,5,7,1,,2,0
80,c9VuasdFRiH5Fheoo3EGtBqZqQPDxBb-,2,,2,5,6,yes,4,6,1,,2,0
159,fSwi-I4MHDPp.dDDA6d~ffR2DDWVzL-G,2,,2,4,6,yes,4,1,7,carer,2,0
133,cM3E.YVizV-BXv~bnw9nr~fJOvuzOZK9,2,,2,5,6,Yes,4,7,1,,1,0
118,cOWKfLPNUoCbGbnNAgs9cwcxCi95t-Xz,2,,2,6,6,Yes,5,2,3,,2,0
76,BUDZBspSv7sw9dcB84k6SyYepU3WgRlF,2,,2,5,6,Yes,4,5,2,,2,0
140,WZYp~lcgyRnbBVy2aK5byj_omH-Su27v,2,,2,6,6,Yes,5,5,4,,1,0
57,Kou6YvrwNrE2.foFndq868UJf-YyDPHq,2,,2,6,6,Yes,4,6,3,,2,1
114,mZ_sys79Rze44g98bs~BUNJQU4XgmUYB,2,,2,3,6,Yes,2,1,1,,2,0
81,rsNVEDDSAIgJgQ_4_aM9RT.R-YRAIGEK,2,,2,5,6,yes,2,5,3,,2,0
110,s9Fio-MMDv.ueELS6julYD-OKzfqmiGV,2,,2,6,6,Yes,6,7,7,On furlough due to COVID 19,2,1
77,C7W3lzu78FcmOXFcBZeC_L9exfE84e06,2,,3,6,6,Yes,6,6,1,,2,1
260,l_3ijUOpT6KpiAJiof3vArIK9Tjj2OZy,2,,2,4,6,Yes,2,7,1,,2,1
81,U~ukO_JFo2yJtdbTwGNe8hAP0EVBo.Kt,2,,2,7,6,Yes,6,5,4,,1,0
83,x4WvImkz7rnqkZtEy62IjNggc0Gh9cJn,2,,2,6,6,Yes,5,7,1,,2,0
124,.fq2pWJLXJ3IoimKG~vAdgm.3K4rI3tn,2,,2,7,6,Yes,7,7,3,,1,0
68,7gLLpQ.9fue2d_HJWnvJ5AgIqGqt6_5x,2,,2,5,6,Yes,4,2,1,,1,0
103,N.a~~Qmf1X-jA3HaN5bMQQ9oGjZ4K5-3,2,,2,5,6,Yes,5,2,1,,2,1
97,q-aSsSHSb29XYFrkD~C6mcd2967isful,2,,2,3,6,Yes,3,6,1,,2,1
66,CG1XGmO7eBD3dHiDB-EMt1eo3ajUeZXr,2,,2,6,6,Yes,6,2,3,,2,0
121,BD._bEa64dPcp9xJrq.-xYo6r_C8LmxU,2,,2,4,6,Yes,4,2,4,,2,0
97,COZ24W~70rk6C2TMwiT~BjU78lUbh23B,2,,2,6,6,Yes,5,5,2,,2,0
74,kKuVUgcc1Wm3-3Hte_J8WBjRnY9uDIko,2,,2,5,6,Yes,5,2,4,,1,0
124,rej-281ToeJQlbHLPTqNH.Hoye7gSa1D,2,,3,4,6,Yes,4,1,4,,1,1
149,dDzMygAnLQ_CugivZHL2DI6q3AgJoDFz,2,,1,5,6,Yes,5,6,1,,1,1
163,5KiDWeYHgs6Ep~PJA8cqYz.Ih3pX_Bo6,2,,2,7,6,Yes ,7,5,7,Made redundant now care for my disabled son ,2,1
100,5-kvuG~LYWKwNfWzVR_be-uGI_mOTLGB,2,,2,5,6,Yes,6,5,1,,1,0
80,hZNnGhCr7NkgrVVE~fHXGqieqRLwPmhZ,2,,2,3,6,Yes,2,1,3,,2,0
95,9Q-UpUI_019VGrCYFUIllty6BzQeJFCV,2,,2,6,6,Yes,6,4,5,,2,0
66,gBk.71Dryl5mywTfp-KUkQF564Sactk4,2,,1,3,6,Yes,3,1,7,,2,0
102,mMe_KBzHuJmVFRlrFafWtS2ivjbNxXuW,2,,2,6,6,Yes,6,4,3,,2,0
78,g0_ndPSK_1Im8caF9DOqnQi~CpeT7.9J,2,,2,5,6,yes,4,3,1,,1,0
95,h7.Jg4PoPwoeQVtQ7rv-YBt-uiEkbSIT,2,,3,5,6,Yes,3,5,3,,2,0
129,3sqV4-JR3wuZXD8hLwNPGwcTCT4nQ6uH,2,,2,5,6,Yes,6,5,2,,2,0
141,CNTMcWI9~vcYdM8vsXkkNjhQfD4LuXcj,2,,2,7,6,Yes,7,6,1,,2,1
114,5ZMDckZ4w5-KTHsJV82VHlIY2zIE.wzZ,2,,1,7,6,yes,7,2,3,,1,0
159,hovtvlmwGyDu1IMLrCGAudhYlZGUtOxN,2,,3,3,6,Yes,3,4,7,self employed but work dried up due to Covid,2,0
97,SnqgOy5UW~bHF7rhtATzHMJDH.2L9O2r,2,,2,5,6,Yes,3,6,1,,2,0
96,eAzAFabcBQk1G6t8t_QJYGSq_.xxmA38,2,,2,5,6,Yes,4,7,3,,1,0
117,07UrZNNREoRZjHOb_Jt0noHUF7Rfrls8,2,,2,6,6,Yes,5,6,2,,2,0
124,qMP0E~7SknWX5vOSKwq1~rH35hLPSt5I,2,,2,6,6,Yes,5,5,4,,1,1
79,'-oqt9UgOY4TAWlwYFrTcGxH2QaTXn4A3,2,,2,5,6,Yes,5,6,1,,1,0
92,ArMiB7cQr8NqrQP0S7y3l_omp7QpEQSu,2,,2,3,6,Yes,3,3,1,,1,0
65,l6vx~8h1X33vbOj.BjwibpikKzBw51o0,2,,2,6,6,Yes,3,2,1,,1,0
73,a_H2Xc5UZXIgAj9nO-044FLrTW9qsNH2,2,,2,5,6,Yes ,5,1,3,,2,1
94,A06th._FBZ3rhbvRqTovdGc7NKewKgcd,2,,2,7,6,Yes,4,6,1,,2,0
74,MAcOBkASLkoTHpB59KYAimK2QFhQrqKk,2,,2,6,6,yes,5,6,1,,2,0
88,pS6PvXThrGxiNbAd-K6i-v_XHtxh4RS0,2,,2,5,6,Yes,3,1,3,,2,0
124,3D~t~BEUvR~nHyuLOMj5SHFGnowora8X,2,,2,6,6,Yes,6,1,4,,1,0
74,TxOT9ILYfS8M_T44mMCxzDEeRoJv5FcB,2,,1,6,6,Yes,6,3,1,,1,0
104,zgHRfmmQTedV7_vt2eXwNLGrYxry5LCS,2,,2,6,6,yes,6,6,1,,2,0
136,YV3uVgMXqZ7jPxQghpVbkq42kUP3Thkb,2,,2,5,6,yes,3,7,7,home maker,2,0
108,Vo~4fFRi8G09XHQdq9FB2wQ6Vf8ijWbP,2,,2,6,6,Yes,3,1,3,,2,0
85,PbMPum~XBAaA4kCN6kgcKwnuX8TlwS7J,2,,2,6,6,Yes,7,7,3,,2,1
99,X~XR34vsoYcyVO1s~BvSMmndi01OZR~Z,2,,2,7,6,Yes,6,7,4,,2,0
85,1nov9QhZcsU.gqxcDyfwurk-ZMnpWSJL,2,,2,5,6,Yes,4,1,4,,,0
86,Nn2p7QSrhbOAyJ9-1YZP8FqEF-YxGWrm,2,,2,5,6,Yes,4,5,3,,2,0
90,ID0eIeI3FNZ5pwz~8vEcrA~j57f~.o~P,2,,2,2,6,Yes,1,7,1,,2,0
65,eXKBq4C.~y.tEzXP5CM_YccZR37oYkFh,2,,2,6,6,Yes,5,7,1,,1,0
127,8W4RJgh-mrXB6b9sKyuY_KNZesVw5Q.F,2,,2,5,6,Yes,5,6,1,,2,0
87,CSUcW0mI0hami8MsSY2kEXtKDMos~Mrh,2,,2,5,6,Yes,5,2,3,,1,0
109,X~G7i1mP1lz_Vbl~GJV6ZgPrk3wCx84b,2,,2,2,6,Yes,3,6,1,,1,0
191,u1h7Wm2SlxsigpYmZwG9-hOxdh0xcjoZ,2,,2,6,6,Yes,4,2,1,,2,0
120,8PeV13bk1qXNC1Jc6GTOGD4eFYw0JXyo,2,,2,3,6,Yes,2,1,3,,2,0
75,Z_fIWRTVhdmBhGfZ.QrSj7a.ww_BWkN2,2,,2,6,6,Yes,6,6,1,,2,0
